go_source	rust_destination	phase	status	approved_disposition
backend-go/pkg/api/websocket/types.go	backend/src/api/websocket/types.rs	4.7	parity-passed	Serde frames preserve request, worker status, timestamp, task-run, and omission rules for WS-002 through WS-008
backend-go/pkg/api/worker/handlers.go	backend/src/api/worker/handlers.rs	4.7	pending	
backend-go/pkg/api/worker/routes.go	backend/src/api/worker/routes.rs	4.7	pending	
backend-go/pkg/config/config.go	backend/src/config/config.rs	4.1	pending	
backend-go/pkg/config/testhelper.go	backend/src/config/testhelper.rs	4.1	pending	
backend-go/pkg/constants/constants.go	backend/src/constants/constants.rs	4.1	pending	
backend-go/pkg/core/article/article.go	backend/src/core/article/types.rs	4.3	parity-passed	Domain article and version types preserve nullable array, JSON, vector, and timestamp representations
backend-go/pkg/core/article/service_test.go	backend/src/core/article/service_test.rs	4.3	pending	
backend-go/pkg/core/article/service.go	backend/src/core/article/service.rs	4.3	pending	
backend-go/pkg/core/auth/account.go	backend/src/core/auth/types.rs	4.3	parity-passed	Domain account types are independent of Diesel and Axum
backend-go/pkg/core/auth/auth_test.go	backend/tests/auth.rs	4.3	parity-passed	Go bcrypt fixtures and HTTP auth boundaries covered
backend-go/pkg/core/auth/service_test.go	backend/tests/auth.rs;backend/tests/auth_database.rs	4.3	parity-passed	Service races, validation, JWT, and PostgreSQL behavior covered
backend-go/pkg/core/auth/service.go	backend/src/core/auth/service.rs	4.3	parity-passed	Constructor-injected repository with bounded bcrypt execution and atomic writes
backend-go/pkg/core/chat/message_service.go	backend/src/core/chat/message_service.rs	4.3	pending	
backend-go/pkg/core/copilot/config.go	backend/src/core/copilot/config.rs	4.5	pending	
backend-go/pkg/core/copilot/draft_service.go	backend/src/core/copilot/draft_service.rs	4.5	pending	
backend-go/pkg/core/copilot/manager.go	backend/src/core/copilot/manager.rs	4.5	pending	
backend-go/pkg/core/copilot/metadata/builder.go	backend/src/core/copilot/metadata/builder.rs	4.5	pending	
backend-go/pkg/core/copilot/metadata/types.go	backend/src/core/copilot/metadata/types.rs	4.5	pending	
backend-go/pkg/core/copilot/metadata/validator.go	backend/src/core/copilot/metadata/validator.rs	4.5	pending	
backend-go/pkg/core/copilot/types.go	backend/src/core/copilot/types.rs	4.5	pending	
backend-go/pkg/core/copilot/writer/prompts/context.go	backend/src/core/copilot/writer/prompts/context.rs	4.5	pending	
backend-go/pkg/core/copilot/writer/prompts/editor.go	backend/src/core/copilot/writer/prompts/editor.rs	4.5	pending	
backend-go/pkg/core/copilot/writer/prompts/writer.go	backend/src/core/copilot/writer/prompts/writer.rs	4.5	pending	
backend-go/pkg/core/copilot/writer/writer.go	backend/src/core/copilot/writer/writer.rs	4.5	pending	
backend-go/pkg/core/datasource/recommendation_service_test.go	backend/src/core/datasource/recommendation_service_test.rs	4.3	pending	
backend-go/pkg/core/datasource/recommendation_service.go	backend/src/core/datasource/recommendation_service.rs	4.3	pending	
backend-go/pkg/core/datasource/service_test.go	backend/src/core/datasource/service_test.rs	4.3	pending	
backend-go/pkg/core/datasource/service.go	backend/src/core/datasource/service.rs	4.3	pending	
backend-go/pkg/core/errors.go	backend/src/error.rs	4.1	pending	
backend-go/pkg/core/image/image.go	backend/src/core/image/image.rs	4.3	pending	
backend-go/pkg/core/image/service_test.go	backend/src/core/image/service_test.rs	4.3	pending	
backend-go/pkg/core/image/service.go	backend/src/core/image/service.rs	4.3	pending	
backend-go/pkg/core/insight/service_test.go	backend/src/core/insight/service_test.rs	4.3	pending	
backend-go/pkg/core/insight/service.go	backend/src/core/insight/service.rs	4.3	pending	
backend-go/pkg/core/ml/embeddings.go	backend/src/core/ml/embeddings.rs	4.5	pending	
backend-go/pkg/core/ml/llm/agent/agent-tool.go	backend/src/core/ml/llm/agent/agent-tool.rs	4.5	pending	
backend-go/pkg/core/ml/llm/agent/agent.go	backend/src/core/ml/llm/agent/agent.rs	4.5	pending	
backend-go/pkg/core/ml/llm/agent/mcp-tools.go	backend/src/core/ml/llm/agent/mcp-tools.rs	4.5	pending	
backend-go/pkg/core/ml/llm/agent/tools.go	backend/src/core/ml/llm/agent/tools.rs	4.5	pending	
backend-go/pkg/core/ml/llm/config/config.go	backend/src/core/ml/llm/config/config.rs	4.5	pending	
backend-go/pkg/core/ml/llm/logging/logging.go	backend/src/core/ml/llm/logging/logging.rs	4.5	pending	
backend-go/pkg/core/ml/llm/message/message.go	backend/src/core/ml/llm/message/message.rs	4.5	pending	
backend-go/pkg/core/ml/llm/message/service.go	backend/src/core/ml/llm/message/service.rs	4.5	pending	
backend-go/pkg/core/ml/llm/models/anthropic.go	backend/src/core/ml/llm/models/anthropic.rs	4.5	pending	
backend-go/pkg/core/ml/llm/models/gemini.go	backend/src/core/ml/llm/models/gemini.rs	4.5	pending	
backend-go/pkg/core/ml/llm/models/groq.go	backend/src/core/ml/llm/models/groq.rs	4.5	pending	
backend-go/pkg/core/ml/llm/models/models.go	backend/src/core/ml/llm/models/models.rs	4.5	pending	
backend-go/pkg/core/ml/llm/models/openai.go	backend/src/core/ml/llm/models/openai.rs	4.5	pending	
backend-go/pkg/core/ml/llm/models/vertexai.go	backend/src/core/ml/llm/models/vertexai.rs	4.5	pending	
backend-go/pkg/core/ml/llm/prompt/copilot.go	backend/src/core/ml/llm/prompt/copilot.rs	4.5	pending	
backend-go/pkg/core/ml/llm/prompt/prompt.go	backend/src/core/ml/llm/prompt/prompt.rs	4.5	pending	
backend-go/pkg/core/ml/llm/provider/anthropic.go	backend/src/core/ml/llm/provider/anthropic.rs	4.5	pending	
backend-go/pkg/core/ml/llm/provider/gemini.go	backend/src/core/ml/llm/provider/gemini.rs	4.5	pending	
backend-go/pkg/core/ml/llm/provider/openai_test.go	backend/src/core/ml/llm/provider/openai_test.rs	4.5	pending	
backend-go/pkg/core/ml/llm/provider/openai.go	backend/src/core/ml/llm/provider/openai.rs	4.5	pending	
backend-go/pkg/core/ml/llm/provider/provider.go	backend/src/core/ml/llm/provider/provider.rs	4.5	pending	
backend-go/pkg/core/ml/llm/provider/vertexai.go	backend/src/core/ml/llm/provider/vertexai.rs	4.5	pending	
backend-go/pkg/core/ml/llm/session/session.go	backend/src/core/ml/llm/session/session.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/edit.go	backend/src/core/ml/llm/tools/edit.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/exa_answer.go	backend/src/core/ml/llm/tools/exa_answer.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/exa_search.go	backend/src/core/ml/llm/tools/exa_search.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/exa_types.go	backend/src/core/ml/llm/tools/exa_types.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/fetch.go	backend/src/core/ml/llm/tools/fetch.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/insights.go	backend/src/core/ml/llm/tools/insights.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/markdown.go	backend/src/core/ml/llm/tools/markdown.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/source_resources.go	backend/src/core/ml/llm/tools/source_resources.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/source_selection.go	backend/src/core/ml/llm/tools/source_selection.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/tools.go	backend/src/core/ml/llm/tools/tools.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/writing_test.go	backend/src/core/ml/llm/tools/writing_test.rs	4.5	pending	
backend-go/pkg/core/ml/llm/tools/writing.go	backend/src/core/ml/llm/tools/writing.rs	4.5	pending	
backend-go/pkg/core/ml/text/service.go	backend/src/core/ml/text/service.rs	4.5	pending	
backend-go/pkg/core/organization/helpers_test.go	backend/src/core/organization/helpers_test.rs	4.3	pending	
backend-go/pkg/core/organization/organization.go	backend/src/core/organization/organization.rs	4.3	pending	
backend-go/pkg/core/organization/service_test.go	backend/src/core/organization/service_test.rs	4.3	pending	
backend-go/pkg/core/organization/service.go	backend/src/core/organization/service.rs	4.3	pending	
backend-go/pkg/core/page/page.go	backend/src/core/page/page.rs	4.3	pending	
backend-go/pkg/core/page/service_test.go	backend/src/core/page/service_test.rs	4.3	pending	
backend-go/pkg/core/page/service.go	backend/src/core/page/service.rs	4.3	pending	
backend-go/pkg/core/profile/profile.go	backend/src/core/profile/profile.rs	4.3	pending	
backend-go/pkg/core/profile/service_test.go	backend/src/core/profile/service_test.rs	4.3	pending	
backend-go/pkg/core/profile/service.go	backend/src/core/profile/service.rs	4.3	pending	
backend-go/pkg/core/project/project.go	backend/src/core/project/project.rs	4.3	pending	
backend-go/pkg/core/project/service_test.go	backend/src/core/project/service_test.rs	4.3	pending	
backend-go/pkg/core/project/service.go	backend/src/core/project/service.rs	4.3	pending	
backend-go/pkg/core/source/resource_service_test.go	backend/src/core/source/resource_service_test.rs	4.3	pending	
backend-go/pkg/core/source/service_test.go	backend/src/core/source/service_test.rs	4.3	pending	
backend-go/pkg/core/source/service.go	backend/src/core/source/service.rs	4.3	pending	
backend-go/pkg/core/source/source.go	backend/src/core/source/source.rs	4.3	pending	
backend-go/pkg/core/storage/service.go	backend/src/core/storage/service.rs	4.3	pending	
backend-go/pkg/core/tag/service_test.go	backend/src/core/tag/service_test.rs	4.3	pending	
backend-go/pkg/core/tag/service.go	backend/src/core/tag/service.rs	4.3	pending	
backend-go/pkg/core/tag/tag.go	backend/src/core/tag/tag.rs	4.3	pending	
backend-go/pkg/core/taskrun/context.go	backend/src/core/taskrun/context.rs	4.3	pending	
backend-go/pkg/core/taskrun/service.go	backend/src/core/taskrun/service.rs	4.3	pending	
backend-go/pkg/core/worker/crawler.go	backend/src/core/worker/crawler.rs	4.6	pending	
backend-go/pkg/core/worker/discovery.go	backend/src/core/worker/discovery.rs	4.6	pending	
backend-go/pkg/core/worker/insight_generator.go	backend/src/core/worker/insight_generator.rs	4.6	pending	
backend-go/pkg/core/worker/manager.go	backend/src/core/worker/manager.rs	4.6	pending	
backend-go/pkg/core/worker/pipeline_test.go	backend/src/core/worker/pipeline_test.rs	4.6	pending	
backend-go/pkg/core/worker/pipeline.go	backend/src/core/worker/pipeline.rs	4.6	pending	
backend-go/pkg/core/worker/result.go	backend/src/core/worker/result.rs	4.6	pending	
backend-go/pkg/core/worker/status.go	backend/src/core/worker/status.rs	4.6	pending	
backend-go/pkg/database/database.go	backend/src/database/pool.rs;backend/src/bootstrap.rs	4.2	pending	
backend-go/pkg/database/models/account.go	backend/src/database/models/account.rs	4.2	parity-passed	Diesel account row preserves nullable profile and organization fields
backend-go/pkg/database/models/article.go	backend/src/database/models/article.rs	4.2	parity-passed	Diesel rows preserve migration nullability and explicit array, JSON, and pgvector representations
backend-go/pkg/database/models/chat_message.go	backend/src/database/models/chat_message.rs	4.2	pending	
backend-go/pkg/database/models/data_source.go	backend/src/database/models/data_source.rs	4.2	pending	
backend-go/pkg/database/models/files.go	backend/src/database/models/files.rs	4.2	pending	
backend-go/pkg/database/models/image.go	backend/src/database/models/image.rs	4.2	pending	
backend-go/pkg/database/models/organization.go	backend/src/database/models/organization.rs	4.2	pending	
backend-go/pkg/database/models/page.go	backend/src/database/models/page.rs	4.2	pending	
backend-go/pkg/database/models/project.go	backend/src/database/models/project.rs	4.2	pending	
backend-go/pkg/database/models/site_settings.go	backend/src/database/models/site_settings.rs	4.2	pending	
backend-go/pkg/database/models/source.go	backend/src/database/models/source.rs	4.2	pending	
backend-go/pkg/database/models/tag.go	backend/src/database/models/tag.rs	4.2	pending	
backend-go/pkg/database/models/task_run.go	backend/src/database/models/task_run.rs	4.2	pending	
backend-go/pkg/database/repository/account.go	backend/src/database/repository/account.rs	4.2	parity-passed	Async Diesel repository uses endpoint-scoped conditional writes
backend-go/pkg/database/repository/article.go	backend/src/database/repository/article.rs	4.2	parity-passed	PostgreSQL parity covers reads, writes, search, ordering, versions, vector distance, advisory locking, and bounded owned side effects
backend-go/pkg/database/repository/chat_message.go	backend/src/database/repository/chat_message.rs	4.2	pending	
backend-go/pkg/database/repository/content_topic_match.go	backend/src/database/repository/content_topic_match.rs	4.2	pending	
backend-go/pkg/database/repository/crawled_content.go	backend/src/database/repository/crawled_content.rs	4.2	pending	
backend-go/pkg/database/repository/data_source.go	backend/src/database/repository/data_source.rs	4.2	pending	
backend-go/pkg/database/repository/image.go	backend/src/database/repository/image.rs	4.2	pending	
backend-go/pkg/database/repository/insight_topic.go	backend/src/database/repository/insight_topic.rs	4.2	pending	
backend-go/pkg/database/repository/insight.go	backend/src/database/repository/insight.rs	4.2	pending	
backend-go/pkg/database/repository/organization.go	backend/src/database/repository/organization.rs	4.2	pending	
backend-go/pkg/database/repository/page.go	backend/src/database/repository/page.rs	4.2	pending	
backend-go/pkg/database/repository/project.go	backend/src/database/repository/project.rs	4.2	pending	
backend-go/pkg/database/repository/site_settings.go	backend/src/database/repository/site_settings.rs	4.2	pending	
backend-go/pkg/database/repository/source.go	backend/src/database/repository/source.rs	4.2	pending	
backend-go/pkg/database/repository/tag.go	backend/src/database/repository/tag.rs	4.2	pending	
backend-go/pkg/database/repository/task_run.go	backend/src/database/repository/task_run.rs	4.2	pending	
backend-go/pkg/database/repository/user_insight_status.go	backend/src/database/repository/user_insight_status.rs	4.2	pending	
backend-go/pkg/integrations/exa/client.go	backend/src/integrations/exa/client.rs	4.4	pending	
backend-go/pkg/integrations/openai/client.go	backend/src/integrations/openai/client.rs	4.4	pending	
backend-go/pkg/integrations/s3/client.go	backend/src/integrations/s3/client.rs	4.4	pending	
backend-go/pkg/telemetry/middleware.go	backend/src/telemetry/middleware.rs	4.8	pending	
backend-go/pkg/telemetry/tracer.go	backend/src/telemetry/tracer.rs	4.8	pending	
backend-go/pkg/types/account.go	backend/src/types/account.rs	4.1	pending	
backend-go/pkg/types/article.go	backend/src/core/article/types.rs	4.1	parity-passed	Shared article transport-facing values are represented by reviewed domain types pending handler-specific DTO conversion
backend-go/pkg/types/data_source.go	backend/src/types/data_source.rs	4.1	pending	
backend-go/pkg/types/image.go	backend/src/types/image.rs	4.1	pending	
backend-go/pkg/types/insight.go	backend/src/types/insight.rs	4.1	pending	
backend-go/pkg/types/organization.go	backend/src/types/organization.rs	4.1	pending	
backend-go/pkg/types/page.go	backend/src/types/page.rs	4.1	pending	
backend-go/pkg/types/profile.go	backend/src/types/profile.rs	4.1	pending	
backend-go/pkg/types/project.go	backend/src/types/project.rs	4.1	pending	
backend-go/pkg/types/source.go	backend/src/types/source.rs	4.1	pending	
backend-go/pkg/types/tag.go	backend/src/types/tag.rs	4.1	pending	
backend-go/pkg/types/task_run.go	backend/src/types/task_run.rs	4.1	pending	
backend-go/testutil/mocks/account_repository.go	backend/tests/support/mocks/account_repository.rs	4.8	pending	
backend-go/testutil/mocks/article_repository.go	backend/tests/support/mocks/article_repository.rs	4.8	pending	
backend-go/testutil/mocks/content_topic_match_repository.go	backend/tests/support/mocks/content_topic_match_repository.rs	4.8	pending	
backend-go/testutil/mocks/crawled_content_repository.go	backend/tests/support/mocks/crawled_content_repository.rs	4.8	pending	
backend-go/testutil/mocks/data_source_repository.go	backend/tests/support/mocks/data_source_repository.rs	4.8	pending	
backend-go/testutil/mocks/embedding_generator.go	backend/tests/support/mocks/embedding_generator.rs	4.8	pending	
backend-go/testutil/mocks/image_repository.go	backend/tests/support/mocks/image_repository.rs	4.8	pending	
backend-go/testutil/mocks/insight_repository.go	backend/tests/support/mocks/insight_repository.rs	4.8	pending	
backend-go/testutil/mocks/insight_topic_repository.go	backend/tests/support/mocks/insight_topic_repository.rs	4.8	pending	
backend-go/testutil/mocks/organization_repository.go	backend/tests/support/mocks/organization_repository.rs	4.8	pending	
backend-go/testutil/mocks/page_repository.go	backend/tests/support/mocks/page_repository.rs	4.8	pending	
backend-go/testutil/mocks/profile_repository.go	backend/tests/support/mocks/profile_repository.rs	4.8	pending	
backend-go/testutil/mocks/project_repository.go	backend/tests/support/mocks/project_repository.rs	4.8	pending	
backend-go/testutil/mocks/source_repository.go	backend/tests/support/mocks/source_repository.rs	4.8	pending	
backend-go/testutil/mocks/tag_repository.go	backend/tests/support/mocks/tag_repository.rs	4.8	pending	
backend-go/testutil/mocks/user_insight_status_repository.go	backend/tests/support/mocks/user_insight_status_repository.rs	4.8	pending	
